customer_id,device_id,first_seen_date,times_used
CUST_b7e27049,DEV_0d1ccccfb6,2026-03-29T01:20:09.473957,22
CUST_9ddbef52,DEV_db14a2ed6a,2025-02-28T01:20:09.473964,10
CUST_9ddbef52,DEV_71028e0f18,2026-07-06T15:20:09.473970,13
CUST_1e5852ba,DEV_a3b9f99a1a,2026-05-01T22:20:09.473977,7
CUST_1e5852ba,DEV_328ac24e2e,2024-12-12T16:20:09.473986,25
CUST_1e5852ba,DEV_9198af0472,2025-11-13T14:20:09.473992,10
CUST_c4984d84,DEV_d4867f2231,2026-08-14T07:20:09.473999,24
CUST_ce131444,DEV_b7b3619125,2026-04-11T10:20:09.474006,18
CUST_58fa3257,DEV_a6ba03d4bc,2025-03-27T05:20:09.474013,22
CUST_58fa3257,DEV_08e895ae9b,2025-08-24T20:20:09.474019,13
CUST_dd1e9c52,DEV_76c1e47a9a,2026-07-09T09:20:09.474026,1
CUST_dd1e9c52,DEV_216e2054b2,2025-05-08T20:20:09.474031,11
CUST_531c85d6,DEV_88ec2dfed5,2025-01-11T10:20:09.474038,23
CUST_531c85d6,DEV_6537a696f7,2024-11-04T09:20:09.474044,10
CUST_19a9dddb,DEV_ab0c1aebc1,2026-08-16T12:20:09.474051,6
CUST_13304995,DEV_64f022c720,2025-12-29T00:20:09.474058,12
CUST_13304995,DEV_a23850f7aa,2026-07-07T09:20:09.474064,4
CUST_cf1898cb,DEV_7747fb996a,2024-12-26T10:20:09.474071,17
CUST_2034a0ac,DEV_ca2fa54a5b,2024-11-23T23:20:09.474078,11
CUST_94e27f81,DEV_aede9878ac,2025-09-11T20:20:09.474087,17
CUST_b16d0f71,DEV_28d93dd5be,2025-11-23T06:20:09.474093,7
CUST_b16d0f71,DEV_e94ea542d6,2026-02-24T11:20:09.474099,24
CUST_3e54ac3e,DEV_f9562e9cde,2026-03-23T15:20:09.474107,4
CUST_3e54ac3e,DEV_4ca6325e38,2026-03-25T14:20:09.474114,7
CUST_3e54ac3e,DEV_adab21140d,2026-02-25T03:20:09.474119,5
CUST_14c7fb9e,DEV_bcffc0b437,2025-09-20T20:20:09.474127,6
CUST_14c7fb9e,DEV_24a0359c93,2025-07-22T02:20:09.474132,16
CUST_6ec5a772,DEV_4e166eaf44,2025-05-19T01:20:09.474139,19
CUST_e0f3d9be,DEV_9fd1fa1cad,2023-02-19T12:20:09.474146,21
CUST_e0f3d9be,DEV_63333438da,2024-11-12T18:20:09.474152,15
CUST_3cd81827,DEV_f178a4c1c3,2026-08-14T02:20:09.474159,10
CUST_3e9deed6,DEV_478decb014,2025-10-23T21:20:09.474166,12
CUST_3e9deed6,DEV_48227a1968,2025-12-05T20:20:09.474171,10
CUST_ccb7d289,DEV_7156c8174c,2026-06-05T21:20:09.474178,12
CUST_72a07e02,DEV_9d1a7c42cf,2026-03-17T02:20:09.474185,3
CUST_72a07e02,DEV_d63c1f716f,2023-10-18T10:20:09.474191,15
CUST_8ad835d5,DEV_f03bc8b444,2026-05-29T08:20:09.474199,19
CUST_8ad835d5,DEV_0b1173d7d5,2025-08-01T12:20:09.474204,20
CUST_c35c30ee,DEV_f82aafa50d,2026-03-20T21:20:09.474211,15
CUST_00c7efa0,DEV_579b4e521c,2025-06-19T12:20:09.474218,23
CUST_b3061817,DEV_7f4e16132e,2025-09-02T21:20:09.474225,8
CUST_cfcc6b78,DEV_cb0d4c7a47,2026-01-09T06:20:09.474232,17
CUST_cfcc6b78,DEV_63e4a926bc,2025-10-13T17:20:09.474238,12
CUST_f211b932,DEV_f542ae859a,2026-08-03T10:20:09.474245,14
CUST_e49c5e9a,DEV_7ca5a13cf4,2023-04-15T21:20:09.474252,21
CUST_e49c5e9a,DEV_031b495f94,2023-01-04T12:20:09.474257,3
CUST_8ba06164,DEV_a7791db07b,2025-11-09T01:20:09.474264,13
CUST_af017a86,DEV_1b34ebcb66,2026-06-05T18:20:09.474271,11
CUST_8e7b370f,DEV_2a35075324,2024-10-11T18:20:09.474278,12
CUST_910172b7,DEV_0bc1c385c6,2026-07-11T00:20:09.474285,22
CUST_b9344099,DEV_8e4fbb9b98,2026-05-27T13:20:09.474292,18
CUST_a0172599,DEV_3ac2f0abb9,2024-10-18T18:20:09.474300,22
CUST_119d34f7,DEV_fbec118ddd,2026-07-05T01:20:09.474307,17
CUST_119d34f7,DEV_718ced67c2,2026-08-16T02:20:09.474313,22
CUST_275de846,DEV_17e92df426,2024-08-10T22:20:09.474320,12
CUST_2dfc6e10,DEV_e6cc1fa24a,2026-06-28T12:20:09.474329,25
CUST_3b73e26c,DEV_f49104c52c,2026-01-02T18:20:09.474337,5
CUST_b1d96a95,DEV_d60ac53103,2026-05-10T06:20:09.474344,25
CUST_1d2d65d4,DEV_807182c41a,2026-06-15T21:20:09.474351,22
CUST_a4e5ed0b,DEV_f1d66b16ce,2024-11-27T18:20:09.474358,20
CUST_56abcc99,DEV_13fad4b572,2025-09-23T17:20:09.474366,23
CUST_b2175e29,DEV_02e9c0ed2a,2025-09-15T23:20:09.474373,15
CUST_b2175e29,DEV_360cd43fd1,2026-05-24T09:20:09.474379,12
CUST_8c0a9861,DEV_639e0f5d54,2025-04-22T08:20:09.474386,20
CUST_8c0a9861,DEV_3257a48e3a,2025-01-14T23:20:09.474391,15
CUST_7d73b495,DEV_6ea11be55c,2025-04-19T13:20:09.474398,16
CUST_78d4328a,DEV_9f241e303e,2026-02-04T11:20:09.474406,22
CUST_78d4328a,DEV_6de37bd1a6,2025-01-14T08:20:09.474412,15
CUST_78d4328a,DEV_523eee7103,2024-06-25T13:20:09.474417,25
CUST_919385be,DEV_c794f829fa,2025-02-27T09:20:09.474424,6
CUST_81cce436,DEV_4fa0f293ef,2024-05-23T03:20:09.474431,5
CUST_81cce436,DEV_b7bc652e40,2024-03-11T14:20:09.474437,2
CUST_be71ad45,DEV_febc6a54be,2026-02-12T05:20:09.474444,4
CUST_be71ad45,DEV_730d404daa,2025-11-30T19:20:09.474450,10
CUST_26ae0bca,DEV_6d8c7d2c74,2026-07-11T14:20:09.474458,15
CUST_4cffa4cc,DEV_90575cca33,2026-06-07T09:20:09.474464,3
CUST_4cffa4cc,DEV_5f41c6d361,2026-04-30T08:20:09.474470,12
CUST_4cffa4cc,DEV_e31f61f3b0,2026-08-08T09:20:09.474476,2
CUST_195acab7,DEV_d3dd1ce9ab,2026-07-05T15:20:09.474482,13
CUST_1f03ba2d,DEV_cf29ff3bbd,2025-08-03T15:20:09.474489,1
CUST_1f03ba2d,DEV_eceebe5230,2025-09-29T19:20:09.474495,23
CUST_1f03ba2d,DEV_657718f93a,2024-10-25T12:20:09.474500,5
CUST_ccdf1395,DEV_2f1beb0673,2025-01-11T07:20:09.474508,23
CUST_0fe2d824,DEV_1bca87e448,2025-07-29T00:20:09.474516,16
CUST_0fe2d824,DEV_22e2dd82ba,2026-01-04T03:20:09.474521,1
CUST_57e050e3,DEV_d87a4c44fa,2026-08-02T14:20:09.474528,7
CUST_57e050e3,DEV_7c2d8496a3,2024-04-18T18:20:09.474534,18
CUST_57e050e3,DEV_92f2a3e2dd,2024-08-07T03:20:09.474540,17
CUST_41371592,DEV_c824869507,2026-05-14T13:20:09.474548,8
CUST_b8d5866f,DEV_fdebcbb23f,2026-07-28T15:20:09.474555,14
CUST_d9e6ef5f,DEV_0a85178ae5,2024-11-22T08:20:09.474562,3
CUST_d9e6ef5f,DEV_346f0655a2,2026-04-30T07:20:09.474567,20
CUST_ace9d540,DEV_82fa1b557b,2023-10-01T04:20:09.474574,8
CUST_e9c50930,DEV_f6d9746e48,2025-10-27T09:20:09.474581,1
CUST_e9c50930,DEV_9d355c0d8a,2024-11-30T11:20:09.474587,8
CUST_0de4fccc,DEV_47be225202,2025-08-03T01:20:09.474594,22
CUST_0de4fccc,DEV_7cdf061d73,2026-02-27T06:20:09.474599,12
CUST_38c59603,DEV_03c64afc91,2025-03-01T05:20:09.474607,17
CUST_771324c8,DEV_5e9c5ed03d,2025-03-20T05:20:09.474613,1
CUST_771324c8,DEV_0cb095f347,2025-07-18T07:20:09.474619,2
CUST_09f6fd6e,DEV_e703fb9b8d,2026-02-11T14:20:09.474626,24
CUST_09f6fd6e,DEV_8b361e2977,2026-08-13T11:20:09.474631,3
CUST_7abbed75,DEV_bd2fece04b,2022-12-15T02:20:09.474639,4
CUST_2c7fb1b1,DEV_7be34488d0,2025-09-15T18:20:09.474646,2
CUST_2c7fb1b1,DEV_9a4971e03f,2025-08-26T05:20:09.474651,11
CUST_9f4c5531,DEV_ecadfdb095,2026-05-24T01:20:09.474659,15
CUST_9f4c5531,DEV_b6a9db82b8,2025-08-30T07:20:09.474665,21
CUST_8c907c10,DEV_a7a473a568,2025-11-18T20:20:09.474673,23
CUST_cb11438f,DEV_c394bb6102,2025-05-10T21:20:09.474680,10
CUST_cb11438f,DEV_060ed38287,2026-01-27T21:20:09.474685,7
CUST_d545b012,DEV_30df52abcc,2025-10-02T13:20:09.474692,17
CUST_d545b012,DEV_20d0bd5bd8,2025-07-10T05:20:09.474698,16
CUST_a30c2ac8,DEV_37246775aa,2026-07-04T02:20:09.474705,7
CUST_175320cb,DEV_0aa3e7f213,2024-03-22T21:20:09.474713,21
CUST_cdddff9e,DEV_12fb5793f5,2026-04-16T11:20:09.474720,14
CUST_49a9b47d,DEV_80eb102780,2024-03-04T10:20:09.474729,11
CUST_49a9b47d,DEV_8a1689775b,2025-08-04T07:20:09.474735,23
CUST_ffb25ec7,DEV_ab94a49b59,2026-05-11T06:20:09.474742,9
CUST_fd638bd6,DEV_6aa93ad4a4,2024-08-07T09:20:09.474750,3
CUST_fd638bd6,DEV_14cb4f38ac,2025-06-07T03:20:09.474757,6
CUST_822f3058,DEV_927f33e9e6,2025-09-27T19:20:09.474765,3
CUST_6ec9e8a8,DEV_e83ee4d4f2,2026-08-03T13:20:09.474772,15
CUST_9812b5c6,DEV_54a1cd261d,2026-01-15T17:20:09.474779,23
CUST_9812b5c6,DEV_1441eae460,2026-01-06T11:20:09.474784,15
CUST_62606ba3,DEV_be60dbb995,2025-06-02T11:20:09.474791,20
CUST_930a5bcb,DEV_2081a076cb,2026-04-03T02:20:09.474798,2
CUST_930a5bcb,DEV_3475d6035a,2026-07-14T01:20:09.474804,21
CUST_930a5bcb,DEV_221c935b9c,2026-01-26T11:20:09.474809,17
CUST_4b52509e,DEV_fd8c6ac760,2024-09-25T17:20:09.474817,1
CUST_4b52509e,DEV_7c0907f480,2026-03-28T03:20:09.474822,22
CUST_bf4fbdef,DEV_ce71b54735,2026-06-11T18:20:09.474829,3
CUST_bf4fbdef,DEV_c8525dcb8e,2025-04-25T02:20:09.474834,12
CUST_d75309ee,DEV_1a4e68bad2,2025-01-18T21:20:09.474842,20
CUST_2b6dde88,DEV_c8e8549cc7,2024-02-12T11:20:09.474849,12
CUST_7bf453b6,DEV_90da2b2bc8,2026-03-17T04:20:09.474855,5
CUST_d0e19683,DEV_bbd9807fc7,2026-05-12T12:20:09.474862,21
CUST_222c2cad,DEV_b11d734d40,2026-01-01T22:20:09.474870,24
CUST_3a5741bf,DEV_20dfcbe58c,2023-09-26T10:20:09.474877,18
CUST_1eefa679,DEV_dc64a53be3,2026-07-28T14:20:09.474883,23
CUST_708a7067,DEV_973cc02dcc,2024-12-03T13:20:09.474890,23
CUST_6c079786,DEV_3dd3cca534,2023-11-20T16:20:09.474897,4
CUST_6c079786,DEV_80cb122cf6,2025-11-17T20:20:09.474903,15
CUST_6c079786,DEV_e3735f6b71,2025-09-02T00:20:09.474908,15
CUST_33a339da,DEV_69b81d6427,2024-11-05T01:20:09.474916,12
CUST_33a339da,DEV_64297ef590,2026-04-11T05:20:09.474921,18
CUST_33a339da,DEV_069a33c6a5,2025-01-04T13:20:09.474928,6
CUST_d19e7d65,DEV_13c03116f8,2024-01-15T00:20:09.474936,21
CUST_d19e7d65,DEV_834439bd06,2026-02-24T11:20:09.474942,17
CUST_d44b5d07,DEV_91bb87feb2,2026-01-28T18:20:09.474949,8
CUST_fce49771,DEV_646fc2cc16,2026-07-26T11:20:09.474956,18
CUST_fce49771,DEV_0fc08e540f,2025-01-12T11:20:09.474962,15
CUST_c8cd5a48,DEV_0a0f53ffc1,2025-02-03T18:20:09.474969,20
CUST_c8cd5a48,DEV_6a93c12b4c,2026-05-25T20:20:09.474975,10
CUST_14ad4e0a,DEV_43544cfd48,2024-08-16T23:20:09.474982,16
CUST_a6f73bba,DEV_33695e4ec8,2025-06-28T04:20:09.474989,3
CUST_3d2f8d82,DEV_abf8a29072,2024-11-10T02:20:09.474996,3
CUST_376dca8e,DEV_d4cb96a3d2,2022-10-29T06:20:09.475003,12
CUST_f6368ade,DEV_39d9955f26,2023-07-19T02:20:09.475011,19
CUST_03946af1,DEV_7e64c58d34,2026-08-13T09:20:09.475018,17
CUST_b7626d84,DEV_321605044e,2026-04-30T19:20:09.475025,17
CUST_b7626d84,DEV_e823f0dbca,2025-10-12T13:20:09.475031,6
CUST_b7626d84,DEV_ea60ef88b6,2025-09-24T12:20:09.475036,23
CUST_69f18b94,DEV_965752b42b,2024-01-01T06:20:09.475044,10
CUST_fcf48edd,DEV_7efbdfd2a5,2025-03-26T16:20:09.475051,21
CUST_fcf48edd,DEV_a2fef27254,2025-02-05T18:20:09.475057,21
CUST_f8b48fb2,DEV_523d909c61,2025-02-21T20:20:09.475064,17
CUST_0481e564,DEV_b3d0b6943c,2024-12-23T04:20:09.475071,5
CUST_0481e564,DEV_8ef54222df,2026-02-27T01:20:09.475076,20
CUST_5fad1edb,DEV_1540df9fe7,2025-10-16T12:20:09.475087,19
CUST_5fad1edb,DEV_f30d6bcf36,2026-07-31T22:20:09.475093,3
CUST_eeae5c6e,DEV_beedcca7ca,2023-01-16T04:20:09.475100,9
CUST_446a1840,DEV_40441645ab,2026-02-06T04:20:09.475107,14
CUST_446a1840,DEV_a04269f6d1,2026-03-16T02:20:09.475112,1
CUST_ded52395,DEV_d9871d2b73,2024-11-17T05:20:09.475120,10
CUST_75016791,DEV_02d71507f0,2025-10-16T07:20:09.475127,8
CUST_75016791,DEV_fd87a8fe0f,2025-07-02T13:20:09.475132,15
CUST_70fdacf0,DEV_5f5c7d4042,2026-06-21T17:20:09.475140,15
CUST_d42e79ca,DEV_4c1af08e74,2026-04-25T16:20:09.475146,11
CUST_f439f8c5,DEV_032a516bd0,2025-10-05T00:20:09.475155,11
CUST_f439f8c5,DEV_c6ed670295,2024-07-31T11:20:09.475160,13
CUST_7d327916,DEV_9383a8ae13,2026-07-05T06:20:09.475167,18
CUST_f9b289e7,DEV_72fbf77108,2026-06-21T08:20:09.475174,4
CUST_4fe856bb,DEV_59fb9a3767,2026-04-17T18:20:09.475183,4
CUST_37af15c4,DEV_aa17277897,2026-05-15T03:20:09.475190,14
CUST_91218cbc,DEV_73bf3bad59,2025-09-28T12:20:09.475197,19
CUST_8844c73e,DEV_ef9d0fff22,2025-07-29T17:20:09.475205,16
CUST_8844c73e,DEV_3129775377,2023-10-02T08:20:09.475211,16
CUST_f611163b,DEV_b0263664a9,2023-11-07T22:20:09.475217,3
CUST_f611163b,DEV_0a2d611267,2024-06-07T06:20:09.475223,15
CUST_4ead0ab3,DEV_2b0f8d724c,2025-06-07T04:20:09.475230,12
CUST_4ead0ab3,DEV_58ec352bc7,2026-05-14T21:20:09.475236,10
CUST_4ead0ab3,DEV_231e259b56,2023-11-12T03:20:09.475241,21
CUST_27f7802f,DEV_b82bf14893,2025-01-13T05:20:09.475248,1
CUST_27f7802f,DEV_751f08602c,2026-01-13T09:20:09.475254,5
CUST_9cd34ef9,DEV_c1c15a85ac,2025-08-14T11:20:09.475261,25
CUST_9cd34ef9,DEV_62835ecb4b,2026-01-27T11:20:09.475267,2
CUST_0a1eea3d,DEV_e879790bfb,2026-08-17T05:20:09.475274,7
CUST_6616028e,DEV_5e1f58573f,2025-10-30T20:20:09.475280,13
CUST_d08a1dc5,DEV_bf7e7965ff,2023-07-22T14:20:09.475288,20
CUST_9d92fd20,DEV_15d26edd9c,2026-04-22T18:20:09.475295,4
CUST_9d92fd20,DEV_5574a4d838,2025-07-14T11:20:09.475301,11
CUST_6f8289dd,DEV_56e41b4bb8,2025-08-12T18:20:09.475307,7
CUST_6f8289dd,DEV_d98b571869,2024-12-13T06:20:09.475313,13
CUST_135480a0,DEV_20a5b25479,2026-07-06T21:20:09.475320,5
CUST_a6883670,DEV_2423a08467,2025-12-22T06:20:09.475327,15
CUST_a6883670,DEV_05ac21327a,2026-06-06T03:20:09.475332,17
CUST_3949ecaa,DEV_7b1667286b,2024-12-02T12:20:09.475340,6
CUST_ab8f196f,DEV_81d4541dbd,2025-10-19T04:20:09.475347,11
CUST_b763b098,DEV_3e8a37e079,2026-04-13T05:20:09.475356,16
CUST_26a03304,DEV_5714c5c369,2024-12-16T07:20:09.475363,1
CUST_26a03304,DEV_16e5b9f1da,2024-07-28T12:20:09.475371,22
CUST_a7c55407,DEV_5f9014dfd4,2024-04-20T04:20:09.475378,10
CUST_8b3720fd,DEV_fff0e0a05e,2023-02-10T22:20:09.475385,20
CUST_8b3720fd,DEV_959c96147a,2023-12-24T14:20:09.475390,21
CUST_c6e42dfe,DEV_a019c904b1,2025-10-29T04:20:09.475399,8
CUST_c6e42dfe,DEV_3a0d52bb44,2026-07-26T04:20:09.475405,16
CUST_2fcf6210,DEV_a26e3584cf,2025-10-02T23:20:09.475412,20
CUST_722eaf63,DEV_3d35b0f90e,2026-05-16T18:20:09.475419,22
CUST_722eaf63,DEV_ba5d293d18,2026-06-20T21:20:09.475425,19
CUST_7601506a,DEV_e742686262,2026-05-01T16:20:09.475432,1
CUST_7601506a,DEV_3f367050a4,2025-05-27T12:20:09.475437,14
CUST_7601506a,DEV_bd87e3ac5d,2026-03-19T09:20:09.475442,23
CUST_86dda004,DEV_a0653b124c,2025-03-26T03:20:09.475449,16
CUST_79db7638,DEV_3bf9310b84,2026-04-16T00:20:09.475457,5
CUST_79db7638,DEV_b7722e36a4,2023-09-24T16:20:09.475462,18
CUST_5c545293,DEV_37426877ac,2025-04-19T06:20:09.475469,13
CUST_28995372,DEV_c20c1f1068,2025-09-01T08:20:09.475476,18
CUST_050f7dc7,DEV_875f32a479,2026-07-07T01:20:09.475483,25
CUST_a3f38594,DEV_e5dd7b20fe,2025-02-26T03:20:09.475491,16
CUST_a3f38594,DEV_351eea1107,2025-07-24T15:20:09.475496,9
CUST_094a384b,DEV_41627da6e4,2026-01-03T13:20:09.475503,25
CUST_094a384b,DEV_52bf0ca074,2025-10-30T00:20:09.475509,7
CUST_891c4f07,DEV_b0ab8747da,2023-11-24T12:20:09.475516,16
CUST_891c4f07,DEV_c02c211cb8,2024-09-06T05:20:09.475522,24
CUST_825ab990,DEV_cab75221b1,2025-12-15T04:20:09.475529,22
CUST_9754688c,DEV_2830909302,2024-06-04T11:20:09.475536,25
CUST_98a53dc9,DEV_a2f7c24aa3,2025-10-28T21:20:09.475543,10
CUST_98a53dc9,DEV_2afb6732a8,2024-08-20T20:20:09.475548,12
CUST_01e6aefb,DEV_8d72c5efbf,2022-12-17T14:20:09.475555,24
